Sheet Row,ARN,Item Name,Selected Tally Parent,Unit,Classification,Reason,Tally MASTERID (if matched)
222,ACH-RD-CH-0115,"31390 - Dextran from Leuconostoc spp. - Mr-70,000",,mg,NOT_SELECTED,Tally Sync not selected for this row,
223,ACH-RD-CH-0116,9892G - DNA ZAP - Solution Two - Completelydegrades allDNA and RNA contamination from glass and plastic surfaces,,ul,NOT_SELECTED,Tally Sync not selected for this row,
224,ACH-RD-CH-0117,9892G - DNA ZAP - Solution One - Completelydegrades allDNA and RNA contamination from glass and plastic surfaces,,ul,NOT_SELECTED,Tally Sync not selected for this row,
225,ACH-RD-CH-0118,"31388 - Dextran from Leuconostoc spp Mr - 6,000",,mg,NO_CHANGE,matches existing Tally item,11001
226,ACH-RD-CH-0119,"09184 - F - Dextran from Leuconostoc spp Mr-100,000",,mg,NOT_SELECTED,Tally Sync not selected for this row,
227,ACH-RD-CH-0120,D2004- 4-(Dimethylamino)benzaldehyde,,ug,NOT_SELECTED,Tally Sync not selected for this row,
228,ACH-RD-CH-0121,359025 - Didodecyldimethylammonium bromide,,mg,NOT_SELECTED,Tally Sync not selected for this row,
229,ACH-RD-CH-0122,D8130 - 5.5 Dithiobis (2-nitrobenzoic acid),,mg,NOT_SELECTED,Tally Sync not selected for this row,
230,ACH-RD-CH-0123,646563 -DL-Dithiothreitol solution,,ml,NOT_SELECTED,Tally Sync not selected for this row,
231,ACH-RD-CH-0124,7612.1 - Dextransulfat 40 Natriumsalz for dieBiochemie,,mg,NOT_SELECTED,Tally Sync not selected for this row,
232,ACH-RD-CH-0125,E5134 - Ethylenediaminetetraacetic acid disodium salt dithydrate 99%,,mg,NOT_SELECTED,Tally Sync not selected for this row,
233,ACH-RD-CH-0126,"D21, 820-0 5.5 Dithiobis (2 nitrobenzoic acid) 99%",,mg,NOT_SELECTED,Tally Sync not selected for this row,
234,ACH-RD-CM-0002,23585 - Ferric Chloride,,mg,NOT_SELECTED,Tally Sync not selected for this row,
235,ACH-RD-CH-0127,455547 - Faerroceneboronic acid,,mg,NOT_SELECTED,Tally Sync not selected for this row,
236,ACH-RD-CH-0128,F4381 - Furosemide,,mg,NOT_SELECTED,Tally Sync not selected for this row,
237,ACH-RD-CH-0129,E4009 - Eosin Y,,mg,NOT_SELECTED,Tally Sync not selected for this row,
238,ACH-RD-CH-0130,E8875 - B-Estradiol,,mg,NOT_SELECTED,Tally Sync not selected for this row,
239,ACH-RD-CH-0131,17220 (054817) (1239-45-8) - Ethidium Bromide,,mg,NOT_SELECTED,Tally Sync not selected for this row,
240,ACH-RD-CH-0132,F4375 - Ficoll PM 400,,mg,NOT_SELECTED,Tally Sync not selected for this row,
241,ACH-RD-CH-0133,50046 - Glycine,,mg,NOT_SELECTED,Tally Sync not selected for this row,
242,ACH-RD-CH-0134,D7528 - D-(+)-Glucose,,mg,NOT_SELECTED,Tally Sync not selected for this row,
243,ACH-RD-CH-0135,G5400 - D-(+)-Glucose,,mg,NOT_SELECTED,Tally Sync not selected for this row,
244,ACH-RD-CH-0136,G7041 - Gelatin from Coldwater fish skin,,mg,NOT_SELECTED,Tally Sync not selected for this row,
245,ACH-RD-CH-0137,410225 - Glycine ACS reagent 98%,,mg,NOT_SELECTED,Tally Sync not selected for this row,
246,ACH-RD-CH-0138,D0750 - D-(+)-Galactose,,mg,NOT_SELECTED,Tally Sync not selected for this row,
247,ACH-RD-CH-0139,G3272 - Guanidine hydrochloride,,mg,NOT_SELECTED,Tally Sync not selected for this row,
248,ACH-RD-FL-0032,636347 - Gold Nanopowder,,mg,NOT_SELECTED,Tally Sync not selected for this row,
249,ACH-RD-CH-0140,254169 - Gold (iii) Chloride Hydrate,,ug,REVIEW,duplicate Item Name within Master List,
250,ACH-RD-CH-0141,H7006 - HEPES Sodium Salt = 00.5% (titration),,mg,NOT_SELECTED,Tally Sync not selected for this row,
251,ACH-RD-CH-0142,H3784 - HEPES Sodium Sodium Salt,,mg,NOT_SELECTED,Tally Sync not selected for this row,
252,ACH-RD-CH-0143,H11696 - Hexamethylenediamine,,mg,NOT_SELECTED,Tally Sync not selected for this row,
253,ACH-RD-CH-0144,"40,561-2 Hydroxycyclohexyl - phenyl ketone",,mg,NOT_SELECTED,Tally Sync not selected for this row,
254,ACH-RD-CH-0145,410896 - 2- Hydroxyl - 4 (2 hydroxy ethoxy) 2-(methyl propiophenone,,mg,NOT_SELECTED,Tally Sync not selected for this row,
255,ACH-RD-CH-0146,H5126 - 2 - (4-Hydroxyphenylazo) benzonic acid,,mg,NOT_SELECTED,Tally Sync not selected for this row,
256,ACH-RD-CH-0147,I2399 - Imidazole ACS reagent = 99% (titration),,mg,NOT_SELECTED,Tally Sync not selected for this row,
257,ACH-RD-CH-0148,207772 - Iodine ACS reagent = 99.8% solid,,mg,NOT_SELECTED,Tally Sync not selected for this row,
258,ACH-RD-CH-0149,"IO300 - Iron (II, III)Oxide APS 20nm nanopowder",,mg,NOT_SELECTED,Tally Sync not selected for this row,
259,ACH-RD-CH-0150,157740 - Iron (III) Chloride reagent grade 97%,,mg,NOT_SELECTED,Tally Sync not selected for this row,
260,ACH-RD-CH-0151,62476 - F - Lithium Chloride BioUltra for Molecular Biology,,mg,NO_CHANGE,matches existing Tally item,11074
261,ACH-RD-CH-0152,123072 - Luminol,,mg,NOT_SELECTED,Tally Sync not selected for this row,
262,ACH-RD-CH-0153,M9625 - L - Methionine,,mg,NOT_SELECTED,Tally Sync not selected for this row,
263,ACH-RD-CH-0154,"L4280 - Latex beads, carboxylate modified polystyrene fluorescent blue",,ul,NOT_SELECTED,Tally Sync not selected for this row,
264,ACH-RD-CH-0155,L4655 - Latex beads carboxylate modified polystyrene fluorescent,,ul,NOT_SELECTED,Tally Sync not selected for this row,
265,ACH-RD-CH-0156,61840900251730 - Leishman Stain,,mg,NOT_SELECTED,Tally Sync not selected for this row,
266,ACH-RD-CH-0157,M3148 - 2- Mercaptoethanol,,ul,NOT_SELECTED,Tally Sync not selected for this row,
267,ACH-RD-CH-0158,M3671 - MES -Low Moisture Content,,mg,NOT_SELECTED,Tally Sync not selected for this row,
268,ACH-RD-CH-0159,H14A_/214_2702_13 - Mannitol - M4125 - Mannitol,,mg,NOT_SELECTED,Tally Sync not selected for this row,
269,ACH-RD-CH-0160,"221279 - Manganese (ii, Chloride Tetra Hydrate)",,mg,NOT_SELECTED,Tally Sync not selected for this row,
270,ACH-RD-CH-0161,60583305001730 - Magnesium Chloride Hexahydrate GR,,mg,NOT_SELECTED,Tally Sync not selected for this row,
271,ACH-RD-CH-0162,M0512 - Methyl Cellulose,,mg,NOT_SELECTED,Tally Sync not selected for this row,
272,ACH-RD-CM-0003,25135 - Magnesium Acetate Tetra Hydrate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
273,ACH-RD-CH-0163,M1254 - MOPS,,mg,NOT_SELECTED,Tally Sync not selected for this row,
274,ACH-RD-CH-0164,M0040 - Magnesium Sulfate Hepta Hydrate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
275,ACH-RD-CH-0165,"M7279 - N,Nâ€²-Methylenebisacrylamide",,mg,NOT_SELECTED,Tally Sync not selected for this row,
276,ACH-RD-CH-0166,56485 - N-Hydroxy Sulfosuccinimide sodium salt,,mg,NOT_SELECTED,Tally Sync not selected for this row,
277,ACH-RD-CH-0167,194801 - Mineral Oil,,ul,NOT_SELECTED,Tally Sync not selected for this row,
278,ACH-RD-CH-0168,467901 - Nickel (ii sulfate hexa hydrate),,mg,NOT_SELECTED,Tally Sync not selected for this row,
279,ACH-RD-CH-0169,228036 - Oxone Mono Persulfate compound,,mg,NOT_SELECTED,Tally Sync not selected for this row,
280,ACH-RD-CH-0170,O0133 - 1- Octane sulfonic acid Sodium Salt,,mg,NOT_SELECTED,Tally Sync not selected for this row,
281,ACH-RD-CH-0171,M7409 - Nonfat - Dried Milk Bovine,,ul,NOT_SELECTED,Tally Sync not selected for this row,
282,ACH-RD-CH-0172,542342 - Poly (ethylene glycol) - Block Poly (Propylene Glycol) - Block Poly (Polyethylene glycol),,mg,UPDATE,unit differs: sheet='mg' vs tally='UG' (report only -- not auto-altered),11067
283,ACH-RD-CH-0173,K10313 - Poly ethylene glycol 20000,,mg,NOT_SELECTED,Tally Sync not selected for this row,
284,ACH-RD-CH-0174,207799 - Potassum Thyocyanate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
285,ACH-RD-CH-0175,PVP40 - Poly Vinyl Pyrrolidone,,mg,NOT_SELECTED,Tally Sync not selected for this row,
286,ACH-RD-CH-0176,P8136 - Poly (Vinyl Alcohol),,mg,NOT_SELECTED,Tally Sync not selected for this row,
287,ACH-RD-CH-0177,95172 - Poly (ethylene glycol) 20000,,mg,NOT_SELECTED,Tally Sync not selected for this row,
288,ACH-RD-KT-0014,MLN357 - Diluent - 2 liss,,ul,NOT_SELECTED,Tally Sync not selected for this row,
289,ACH-RD-CH-0178,373001 - Poly (ethyleneglycol) Mn 4600,,mg,NO_CHANGE,matches existing Tally item,11010
290,ACH-RD-CH-0179,363138 - Poly Vinyl Alcohol,,mg,NO_CHANGE,matches existing Tally item,11008
291,ACH-RD-CH-0180,171468 - Perfluorooctanoic Acid,,mg,NOT_SELECTED,Tally Sync not selected for this row,
292,ACH-RD-CH-0181,243051 - Poly (Sodium 4-Styrene Sulfonate),,mg,NO_CHANGE,matches existing Tally item,10979
293,ACH-RD-CH-0182,702587 - Potassium Ferricyanide (iii),,mg,NOT_SELECTED,Tally Sync not selected for this row,
294,ACH-RD-CH-0183,P3504 - Ponceau S,,mg,NOT_SELECTED,Tally Sync not selected for this row,
295,ACH-RD-CH-0184,808474 -4-arm Poly(ethylene glycol) norbornene terminated,,mg,NOT_SELECTED,Tally Sync not selected for this row,
296,ACH-RD-CH-0185,"20, 244-4 - Poly Ethyl Englykol (3400 Poly ethylene glycol)",,mg,NOT_SELECTED,Tally Sync not selected for this row,
297,ACH-RD-CH-0186,78181 - Phenyl Boronic Acid,,mg,NOT_SELECTED,Tally Sync not selected for this row,
298,ACH-RD-CH-0187,262250 - 3-Phenyl Phenol,,mg,NOT_SELECTED,Tally Sync not selected for this row,
299,ACH-RD-CH-0188,60492005001730 - Potassium Carbonate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
300,ACH-RD-CH-0189,1.936980521- Potassium Hydrogen Carbonate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
301,ACH-RD-CH-0190,637726 - Poly Ethylene Glycol Mn 14000,,mg,NOT_SELECTED,Tally Sync not selected for this row,
302,ACH-RD-CH-0191,1.931030521 - Potassium Hydroxide Pellets,,mg,NO_CHANGE,matches existing Tally item,10907
303,ACH-RD-CH-0192,81388 - Poly (Vinyl Chloride),,mg,NOT_SELECTED,Tally Sync not selected for this row,
304,ACH-RD-CH-0193,1.936670521 - Potassium Hexa Cyanoferrate (iii),,mg,NOT_SELECTED,Tally Sync not selected for this row,
305,ACH-RD-CH-0194,1.932100521 - Potassium Permanganate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
306,ACH-RD-CH-0195,P0380 - L- Proline,,mg,NOT_SELECTED,Tally Sync not selected for this row,
307,ACH-RD-CH-0196,70171 - Peptone from Casein Acid Digest,,mg,NOT_SELECTED,Tally Sync not selected for this row,
308,ACH-RD-CH-0197,32661 - Phenol red,,mg,NOT_SELECTED,Tally Sync not selected for this row,
309,ACH-RD-CH-0198,"370533 - 1H, 1H, 2H, 2H - Perfluoro - 1 - Octanol",,mg,INACTIVE_SKIP,Status is Inactive,
310,ACH-RD-CH-0199,704539 - Poly (Ethylene Glycol) Dithiol Mn 3400,,mg,UPDATE,unit differs: sheet='mg' vs tally='UG' (report only -- not auto-altered),11080
311,ACH-RD-CH-0200,V800327 - Potassium Iodide,,mg,NOT_SELECTED,Tally Sync not selected for this row,
312,ACH-RD-CM-0004,17-0010-01 - Sephadex G- 10,,mg,NO_CHANGE,matches existing Tally item,10964
313,ACH-RD-CH-0201,182702 - Poly (Vinyl Idene Floride),,mg,NOT_SELECTED,Tally Sync not selected for this row,
314,ACH-RD-CH-0202,P9333 - Potassium Chloride,,mg,NOT_SELECTED,Tally Sync not selected for this row,
315,ACH-RD-CH-0203,PHR1051 - Propylene glycol,,mg,NOT_SELECTED,Tally Sync not selected for this row,
316,ACH-RD-CM-0005,19525 - Potassium Ferrocyanide,,mg,NOT_SELECTED,Tally Sync not selected for this row,
317,ACH-RD-CH-0204,202444 _ Poly (Ethylene Glycol) Mn 3350,,mg,NO_CHANGE,matches existing Tally item,10971
318,ACH-RD-CH-0205,81268 - Poly (Ethylene Glycol) 8000,,mg,NOT_SELECTED,Tally Sync not selected for this row,
319,ACH-RD-CH-0206,81189 - Poly (Ethylene Glycol) 1000,,mg,NO_CHANGE,matches existing Tally item,11091
320,ACH-RD-CH-0207,8.04518.0025 - N Hydroxy - succinimide for synthesis N-Hydroxysuccinimide,,mg,NOT_SELECTED,Tally Sync not selected for this row,
321,ACH-RD-CH-0208,61752005001730 - Sodium Hydrogen Carbonate Purified,,mg,NOT_SELECTED,Tally Sync not selected for this row,
322,ACH-RD-CH-0209,S7795 - Sodium Carbonate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
323,ACH-RD-CH-0210,61790905001730 - di-Sodium Hydrogen Phosphate Dihydrate GR,,mg,NOT_SELECTED,Tally Sync not selected for this row,
324,ACH-RD-CH-0211,L3771 - Sodium Dodecyl Sulfate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
325,ACH-RD-CH-0212,47036 - Saponin,,mg,NOT_SELECTED,Tally Sync not selected for this row,
326,ACH-RD-CH-0213,61839805001730 - Sucrose,,mg,NOT_SELECTED,Tally Sync not selected for this row,
327,ACH-RD-CH-0214,S0290 - Sodium Hydroxide Pellets,,mg,NOT_SELECTED,Tally Sync not selected for this row,
328,ACH-RD-CH-0215,1064040500 -- Sodium Chloride,,mg,NO_CHANGE,matches existing Tally item,10945
329,ACH-RD-CH-0216,S8045 - Sodium Hydroxide,,mg,NOT_SELECTED,Tally Sync not selected for this row,
330,ACH-RD-CH-0217,S1804 - Sodium Citrate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
331,ACH-RD-CH-0218,71945 - Sodium Salicylate,,mg,UPDATE,unit differs: sheet='mg' vs tally='UG' (report only -- not auto-altered),11081
332,ACH-RD-CH-0219,130672 - N Hydroxy Succinimide,,mg,NOT_SELECTED,Tally Sync not selected for this row,
333,ACH-RD-CH-0220,72328 Piperazine Anhydrous,,mg,NOT_SELECTED,Tally Sync not selected for this row,
334,ACH-RD-CH-0221,30970 - Sodium Deoxycholate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
335,ACH-RD-CH-0222,84797 - Poly (ethylene glycol) 2000,,mg,NOT_SELECTED,Tally Sync not selected for this row,
336,ACH-RD-CH-0223,C15A/0515/0202/62 - D-Sorbitol Extrpure,,mg,NOT_SELECTED,Tally Sync not selected for this row,
337,ACH-RD-CH-0224,F14A/0914/1505/31 - Sodium Carbonate Anhydrous,,mg,NOT_SELECTED,Tally Sync not selected for this row,
338,ACH-RD-CH-0225,247006 - 5-Sulfo Salicyic Acid Dihydrate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
339,ACH-RD-CH-0226,85548 - Span 80,,mg,NOT_SELECTED,Tally Sync not selected for this row,
340,ACH-RD-CH-0227,ORION810007 - Reference Electrode Filling Solution,,ul,NOT_SELECTED,Tally Sync not selected for this row,
341,ACH-RD-CH-0228,PHR1949 - Sodium Lauryl Sulfate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
342,ACH-RD-CH-0229,S2002 Sodium Azide,,mg,NOT_SELECTED,Tally Sync not selected for this row,
343,ACH-RD-CM-0006,15925 - Sucrose,,mg,NOT_SELECTED,Tally Sync not selected for this row,
344,ACH-RD-KT-0015,Quali Tech - Sodium Metabi Sulphite,,mg,NOT_SELECTED,Tally Sync not selected for this row,
345,ACH-RD-CH-0230,10213 - 79 - 3 - Sodium Silicate (meta) Pentahydrate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
346,ACH-RD-CH-0231,432784 - Sodium Poly Acrylate,,mg,NO_CHANGE,matches existing Tally item,11033
347,ACH-RD-CM-0007,17-0572-02 -- Sephadex G-25 Super Fine DNA Grade,,mg,NOT_SELECTED,Tally Sync not selected for this row,
348,ACH-RD-CH-0232,S2889 - Sodium Acetate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
349,ACH-RD-CH-0233,"567446 - Sodium Citrate, 2H2O, MB Grade",,mg,NO_CHANGE,matches existing Tally item,11069
350,ACH-RD-CH-0234,KA14A_0214_2910_31 - Sodium Nitrate AR,,mg,NOT_SELECTED,Tally Sync not selected for this row,
351,ACH-RD-CH-0235,S1876 - D Sorbitol,,mg,NOT_SELECTED,Tally Sync not selected for this row,
352,ACH-RD-CH-0236,011961 - Sodium Azide Puriss,,mg,NOT_SELECTED,Tally Sync not selected for this row,
353,ACH-RD-CH-0237,93363 - Trizma Hydrochloride,,mg,NOT_SELECTED,Tally Sync not selected for this row,
354,ACH-RD-CH-0238,93362 - Trizma Base,,mg,NO_CHANGE,matches existing Tally item,11114
355,ACH-RD-CH-0239,T9410 - Tryptone,,mg,NOT_SELECTED,Tally Sync not selected for this row,
356,ACH-RD-CH-0240,T9531 - D (+) - Trehalose Dihydrate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
357,ACH-RD-CH-0241,T0377 - Tricine,,mg,NOT_SELECTED,Tally Sync not selected for this row,
358,ACH-RD-CH-0242,S9640 - Sodium Tetraborte Deca Hydrate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
359,ACH-RD-CH-0243,13767 - Silica Gel Orange,,mg,NOT_SELECTED,Tally Sync not selected for this row,
360,ACH-RD-CH-0244,T5941 - Trizma Hydrochloride,,mg,NOT_SELECTED,Tally Sync not selected for this row,
361,ACH-RD-CH-0245,2044123 - Tris (Hydroxy Methyl) Amino Methane Hydrochloride,,mg,NOT_SELECTED,Tally Sync not selected for this row,
362,ACH-RD-CH-0246,ML090 - 1M Tris CL Ph 70,,ul,NOT_SELECTED,Tally Sync not selected for this row,
363,ACH-RD-CH-0247,Xyloglucan from Tamarind Seed,,mg,NOT_SELECTED,Tally Sync not selected for this row,
364,ACH-RD-CH-0248,637254 - Titanium (iv) Oxide Anatise,,mg,NOT_SELECTED,Tally Sync not selected for this row,
365,ACH-RD-AB-0055,Ab143720 - L-Thyroxine Sodium Salt Penta Hydrate (Sodium livo thyroxine) thyroid pro hormone T4,,mg,NOT_SELECTED,Tally Sync not selected for this row,
366,ACH-RD-CH-0249,90210 - D- (+) - Trehalose Dihydrate,,mg,NO_CHANGE,matches existing Tally item,11112
367,ACH-RD-CH-0250,U214321 - Urea,,mg,NOT_SELECTED,Tally Sync not selected for this row,
368,ACH-RD-CH-0251,70161 - Yeast Extract,,mg,NOT_SELECTED,Tally Sync not selected for this row,
369,ACH-RD-CH-0252,U2625 - Uric Acid,,mg,NOT_SELECTED,Tally Sync not selected for this row,
370,ACH-RD-CH-0253,B800441 - Urea,,mg,NOT_SELECTED,Tally Sync not selected for this row,
371,ACH-RD-CH-0254,V3409 - 1- Vinyl 2 Pyrrolidinone,,mg,NOT_SELECTED,Tally Sync not selected for this row,
372,ACH-RD-CH-0255,29226 - Undecafluorohexanoic acid,,ul,NOT_SELECTED,Tally Sync not selected for this row,
373,ACH-RD-CH-0256,183180 - Tetrathiafulvalene,,ug,NOT_SELECTED,Tally Sync not selected for this row,
374,ACH-RD-CH-0257,T4038 - Tris Acetate EDTA Buffer,,ml,NOT_SELECTED,Tally Sync not selected for this row,
375,ACH-RD-CH-0258,C9157 - Activated Charcoal,,mg,NO_CHANGE,matches existing Tally item,11216
376,ACH-RD-CH-0259,G6761 - Glycine Sodium Salt Hydrate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
377,ACH-RD-CH-0260,PVP10 - Polyvinylpyrrolivone,,mg,NOT_SELECTED,Tally Sync not selected for this row,
378,ACH-RD-CH-0261,81300 - Poly (Ethylene Glycol) Mn20000,,mg,NO_CHANGE,matches existing Tally item,11093
379,ACH-RD-CH-0262,L3022 - LB Broth,,mg,NOT_SELECTED,Tally Sync not selected for this row,
380,ACH-RD-CH-0263,S3264 - Sodium Phosphate Dibasic,,mg,NOT_SELECTED,Tally Sync not selected for this row,
381,ACH-RD-CH-0264,GRM1254 - S M Powder,,mg,NO_CHANGE,matches existing Tally item,11440
382,ACH-RD-CH-0265,P9791 - Potassium Phosphate Monobasic,,mg,NOT_SELECTED,Tally Sync not selected for this row,
383,ACH-RD-CH-0266,P9541- Potassium Chloride,,mg,NOT_SELECTED,Tally Sync not selected for this row,
384,ACH-RD-CH-0267,S3139 -Sodium Phosphate Monobasic,,mg,NOT_SELECTED,Tally Sync not selected for this row,
385,ACH-RD-CM-0008,26735 - Di-Potassium Hydrogen Ophosphate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
386,ACH-RD-CH-0268,M290 - Soyabean Casein Digest Agar,,mg,NOT_SELECTED,Tally Sync not selected for this row,
387,ACH-RD-CH-0269,184 - Silicone Elastomer,,mg,NOT_SELECTED,Tally Sync not selected for this row,
388,ACH-RD-CH-0270,Calcium Lactate powder,,mg,NO_CHANGE,matches existing Tally item,11217
389,ACH-RD-CH-0271,S1029 - Sodium Alginate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
390,ACH-RD-CH-0272,221988- Ammonium Thiocyanate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
391,ACH-RD-CH-0273,A4418 - Ammonium Sulfate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
392,ACH-RD-CH-0274,A3678 - Ammonium Persulfate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
393,ACH-RD-CH-0275,A0151 - Adenine Sulfate Dihydrate,,mg,NOT_SELECTED,Tally Sync not selected for this row,
394,ACH-RD-AB-0056,3BMB - Agrose,,mg,NOT_SELECTED,Tally Sync not selected for this row,
395,ACH-RD-CH-0276,146064 - B Alanine,,mg,NOT_SELECTED,Tally Sync not selected for this row,
396,ACH-RD-CH-0277,10416 - 8-Anilino - 1 - Naphthalene Sulfonic Acid Ammonium Salt,,mg,NO_CHANGE,matches existing Tally item,10944
397,ACH-RD-CH-0278,A3553 - Acrylamide,,mg,NOT_SELECTED,Tally Sync not selected for this row,
398,ACH-RD-CH-0279,A5960 - L - Ascorbic Acid,,mg,NOT_SELECTED,Tally Sync not selected for this row,
399,ACH-RD-CH-0280,50002 - L E Agrose,,mg,NOT_SELECTED,Tally Sync not selected for this row,
400,ACH-RD-CH-0281,A4571 - 3 - (Alpha) Acetone L benzyl 4-Hydroxy Coumarin Sodium Salt,,mg,NOT_SELECTED,Tally Sync not selected for this row,
401,ACH-RD-CH-0282,A5006 - L - Arginine,,mg,NOT_SELECTED,Tally Sync not selected for this row,
402,ACH-RD-CH-0283,A0210 - Agar - Agar,,mg,NOT_SELECTED,Tally Sync not selected for this row,
403,ACH-RD-CH-0284,26757 - Ammonium Bicarbonate,,mg,NO_CHANGE,matches existing Tally item,10982
404,ACH-RD-CH-0285,0149167 - Ammonium Acetate Extrapure AR,,mg,NOT_SELECTED,Tally Sync not selected for this row,
405,ACH-RD-CH-0286,31146 - Boric Acid,,mg,NOT_SELECTED,Tally Sync not selected for this row,
406,ACH-RD-CH-0287,"MB007 - Boric Acid, for molecular biology",,mg,NOT_SELECTED,Tally Sync not selected for this row,
407,ACH-RD-CH-0288,A5306 - Bacteriological Agar,,mg,NOT_SELECTED,Tally Sync not selected for this row,
408,ACH-RD-CH-0289,L14A/2514/1308/75 - Bromophenol Blue Solution,,ul,NOT_SELECTED,Tally Sync not selected for this row,
409,ACH-RD-CH-0290,14879 - Bis - TRIS,,mg,NOT_SELECTED,Tally Sync not selected for this row,
410,ACH-RD-CH-0291,B0240 - Borax,,mg,NOT_SELECTED,Tally Sync not selected for this row,
411,ACH-RD-CH-0292,14370 - Bilirubin,,ug,NOT_SELECTED,Tally Sync not selected for this row,
412,ACH-RD-CH-0293,114359 - Bromocresol Green,,mg,NOT_SELECTED,Tally Sync not selected for this row,
413,ACH-RD-CH-0294,449644 - Barium Chloride,,mg,NOT_SELECTED,Tally Sync not selected for this row,
414,ACH-RD-CH-0295,168149 - L Cysteine,,mg,NOT_SELECTED,Tally Sync not selected for this row,
415,ACH-RD-CH-0296,C5132 - Carbazole,,mg,NOT_SELECTED,Tally Sync not selected for this row,
